submission;studyCountry;originCountry;siteType;IDPCamp;gender;age;maritalStatus;education;protectionStatus;Connectivity;Mobility;Marginalisation
SInt-FIERI-YSH-169-ITA;380;232;1;0;2;4;1;1;#NULL!;53;33;25
SInt-FIERI-YSH-170-ITA;380;232;1;0;1;2;1;0;3;32;11;38
SInt-FIERI-YSH-171-ITA;380;232;1;0;1;3;2;1;2;31;24;49
SInt-FIERI-YSH-172-ITA;380;999;1;0;1;3;2;3;2;40;26;48
SInt-FIERI-YSH-173-ITA;380;232;1;1;1;2;2;0;2;31;25;39
SInt-FIERI-YSH-174-ITA;380;232;1;0;1;4;2;0;2;42;27;34
SInt-FIERI-YSH-175-ITA;380;232;1;0;1;2;2;2;2;25;21;37
SInt-FIERI-YSH-176-ITA;380;232;1;0;1;2;1;1;1;46;24;29
SInt-FIERI-YSH-177-ITA;380;232;2;0;2;4;1;3;#NULL!;48;21;34
SInt-FIERI-YSH-178-ITA;380;232;1;0;1;4;1;3;2;31;10;30
SInt-FIERI-YSH-179-ITA;380;232;1;0;1;4;2;2;2;40;27;34
SInt-FIERI-YSH-180-ITA;380;999;1;0;2;3;1;2;2;39;27;31
SInt-FIERI-YSH-181-ITA;380;232;1;0;2;3;1;1;3;33;13;21
SInt-FIERI-YSH-182-ITA;380;232;1;0;1;4;2;2;2;38;24;57
SInt-FIERI-YSH-183-ITA;380;232;1;0;1;4;2;1;2;44;30;45
SInt-FIERI-YSH-184-ITA;380;232;1;0;1;4;2;0;2;42;32;30
SInt-FIERI-YSH-185-ITA;380;232;1;0;1;3;1;2;2;13;26;60
SInt-FIERI-YSH-186-ITA;380;232;1;1;1;4;1;1;2;44;23;47
SInt-FIERI-YSH-187-ITA;380;232;1;0;1;3;1;1;2;40;38;56
SInt-FIERI-YSH-188-ITA;380;232;1;0;1;3;1;1;2;34;26;60
SInt-FIERI-YSH-189-ITA;380;232;1;0;1;3;1;1;2;47;32;42
SInt-FIERI-YSH-190-ITA;380;232;1;0;2;6;2;1;3;49;20;33
SInt-FIERI-YSH-191-ITA;380;232;1;0;1;3;1;2;2;45;29;41
SInt-FIERI-YSH-192-ITA;380;232;1;0;1;3;1;2;2;41;27;43
SInt-FIERI-YSH-193-ITA;380;232;1;0;2;3;2;1;2;9;9;48
SInt-FIERI-YSH-194-ITA;380;232;1;0;1;3;1;2;2;20;23;31
SInt-FIERI-YSH-195-ITA;380;232;1;0;1;3;1;1;2;41;20;45
SInt-FIERI-YSH-196-ITA;380;232;1;0;2;4;1;1;3;21;26;34
SInt-FIERI-YSH-197-ITA;380;232;1;1;1;3;1;2;2;15;23;45
SInt-FIERI-YSH-198-ITA;380;232;1;0;1;3;2;2;#NULL!;30;29;33
SInt-FIERI-YSH-199-ITA;380;999;1;0;1;3;1;1;2;49;32;38
SInt-FIERI-YSH-200-ITA;380;232;1;0;1;2;1;1;2;34;22;38
SInt-SHARP-AI-001-PAK;586;586;3;1;2;4;2;0;#NULL!;14;26;34
SInt-SHARP-AI-002-PAK;586;4;3;1;2;4;2;0;#NULL!;7;11;38
SInt-SHARP-AI-003-PAK;586;586;3;1;2;2;2;0;#NULL!;27;11;24
SInt-SHARP-AI-004-PAK;586;586;2;0;2;2;1;0;#NULL!;26;1;38
SInt-SHARP-AI-005-PAK;586;4;2;0;2;5;2;0;#NULL!;7;6;26
SInt-SHARP-AI-006-PAK;586;4;2;0;2;6;2;0;#NULL!;19;6;34
SInt-SHARP-AI-007-PAK;586;586;3;0;2;4;2;0;#NULL!;25;16;36
SInt-SHARP-AI-008-PAK;586;586;3;0;2;3;2;0;#NULL!;23;1;36
SInt-SHARP-AI-009-PAK;586;4;3;0;2;5;2;0;#NULL!;25;6;36
SInt-SHARP-AI-010-PAK;586;4;3;0;2;4;2;0;#NULL!;35;13;36
SInt-SHARP-AI-011-PAK;586;4;1;0;2;3;2;0;#NULL!;19;11;23
SInt-SHARP-AI-012-PAK;586;4;1;0;2;3;2;0;#NULL!;13;11;21
SInt-SHARP-AI-013-PAK;586;4;1;0;2;3;2;0;#NULL!;36;22;27
SInt-SHARP-AI-014-PAK;586;4;1;0;2;3;2;0;#NULL!;13;6;21
SInt-SHARP-AI-015-PAK;586;4;1;0;2;2;2;2;#NULL!;7;19;26
SInt-SHARP-AI-016-PAK;586;4;1;0;2;4;2;0;#NULL!;29;23;21
SInt-SHARP-AI-017-PAK;586;586;1;0;2;3;1;0;#NULL!;32;22;21
SInt-SHARP-AI-018-PAK;586;4;1;0;2;4;2;0;#NULL!;30;13;22
SInt-SHARP-AI-019-PAK;586;4;1;0;2;5;2;3;#NULL!;11;29;23
SInt-SHARP-AI-020-PAK;586;4;1;0;2;3;2;0;#NULL!;11;16;21
SInt-SHARP-AI-021-PAK;586;586;1;0;2;3;2;0;#NULL!;18;6;21
SInt-SHARP-AI-022-PAK;586;4;1;0;2;2;2;0;#NULL!;3;6;26
SInt-SHARP-AI-023-PAK;586;4;1;0;2;4;5;0;#NULL!;12;16;35
SInt-SHARP-AI-024-PAK;586;4;1;0;2;3;2;0;#NULL!;14;16;23
SInt-SHARP-AI-025-PAK;586;4;1;0;2;4;2;0;#NULL!;6;6;21
SInt-SHARP-AI-026-PAK;586;4;1;0;2;5;2;0;#NULL!;6;6;21
SInt-SHARP-AI-027-PAK;586;4;1;0;2;3;2;0;#NULL!;28;21;21
SInt-SHARP-AI-028-PAK;586;4;1;0;2;4;2;0;#NULL!;12;19;21
SInt-SHARP-AI-029-PAK;586;4;1;0;2;4;2;0;#NULL!;12;12;25
SInt-SHARP-AI-030-PAK;586;586;1;0;2;3;2;0;#NULL!;42;8;37
SInt-SHARP-AI-031-PAK;586;4;1;0;2;4;2;0;#NULL!;12;19;29
SInt-SHARP-AI-032-PAK;586;4;1;0;2;6;2;0;#NULL!;8;7;24
SInt-SHARP-AI-033-PAK;586;586;1;0;2;3;2;0;#NULL!;8;5;30
SInt-SHARP-AI-034-PAK;586;4;1;0;2;4;2;0;#NULL!;10;6;24
SInt-SHARP-AI-035-PAK;586;4;1;0;2;5;2;0;#NULL!;18;10;27
SInt-SHARP-AI-036-PAK;586;586;1;0;2;3;2;0;#NULL!;8;6;27
SInt-SHARP-AI-037-PAK;586;4;1;0;2;3;2;0;#NULL!;28;6;24
SInt-SHARP-AI-038-PAK;586;4;1;0;2;6;2;0;#NULL!;10;5;27
SInt-SHARP-AI-039-PAK;586;586;1;0;2;2;2;0;#NULL!;12;5;27
SInt-SHARP-AI-040-PAK;586;4;1;0;2;4;2;0;#NULL!;13;7;28
SInt-SHARP-AI-041-PAK;586;4;1;0;2;5;2;0;#NULL!;8;7;25
SInt-SHARP-AI-042-PAK;586;4;1;0;2;5;2;0;#NULL!;9;7;27
SInt-SHARP-AI-043-PAK;586;4;1;0;2;4;2;0;#NULL!;26;8;24
SInt-SHARP-AI-044-PAK;586;4;1;0;2;4;2;0;#NULL!;9;7;25
SInt-SHARP-AI-046-PAK;586;4;1;0;2;4;2;0;#NULL!;11;7;31
SInt-SHARP-AI-048-PAK;586;4;1;0;2;3;4;2;#NULL!;40;26;22
SInt-SHARP-AI-166-PAK;586;4;1;0;2;5;2;0;4;37;17;46
SInt-SHARP-AI-167-PAK;586;4;1;0;2;4;2;0;#NULL!;34;7;35
SInt-SHARP-AI-168-PAK;586;4;1;0;2;3;2;0;#NULL!;13;21;30
SInt-SHARP-AI-169-PAK;586;4;1;0;2;4;4;0;#NULL!;9;7;28
SInt-SHARP-AI-170-PAK;586;4;1;0;2;5;2;0;#NULL!;11;6;26
SInt-SHARP-AI-171-PAK;586;4;1;0;2;5;5;0;#NULL!;35;1;28
SInt-SHARP-AI-172-PAK;586;4;1;0;2;4;2;0;#NULL!;42;15;31
SInt-SHARP-AI-173-PAK;586;4;1;0;2;5;2;0;4;26;11;33
SInt-SHARP-AI-173-PAK;586;4;1;0;2;3;4;0;4;21;6;35
SInt-SHARP-AI-174-PAK;586;4;1;0;2;3;2;1;1;13;11;48
SInt-SHARP-AI-175-PAK;586;4;1;0;2;5;2;0;1;35;10;31
SInt-SHARP-AI-176-PAK;586;4;1;0;2;3;2;1;4;31;15;26
SInt-SHARP-AI-177-PAK;586;4;1;0;2;5;2;0;4;37;8;30
SInt-SHARP-AI-178-PAK;586;4;1;0;2;5;5;0;#NULL!;44;7;39
SInt-SHARP-AI-189-PAK;586;4;2;0;2;3;2;0;#NULL!;9;1;19
SInt-SHARP-AI-190-PAK;586;4;1;0;2;4;2;0;#NULL!;26;11;21
SInt-SHARP-AI-191-PAK;586;4;1;0;2;4;2;0;#NULL!;9;6;22
SInt-SHARP-AI-192-PAK;586;4;1;0;2;4;2;0;#NULL!;9;6;26
SInt-SHARP-AI-193-PAK;586;4;1;0;2;4;2;0;#NULL!;22;6;21
SInt-SHARP-AI-194-PAK;586;4;1;0;2;4;2;0;#NULL!;11;6;23
SInt-SHARP-AI-195-PAK;586;4;1;0;2;4;2;0;#NULL!;9;6;20
SInt-SHARP-AI-220-PAK;586;4;1;0;2;4;2;4;#NULL!;15;1;24
SInt-SHARP-AI-221-PAK;586;4;1;0;2;4;2;0;#NULL!;19;1;22
SInt-SHARP-AI-223-PAK;586;4;1;0;2;5;2;0;#NULL!;14;1;24
SInt-SHARP-AI-224-PAK;586;4;1;0;2;6;2;0;#NULL!;19;1;22
SInt-SHARP-AI-225-PAK;586;4;1;0;2;5;2;0;#NULL!;18;1;24
SInt-SHARP-AI-226-PAK;586;4;1;0;2;4;2;4;#NULL!;24;1;24
SInt-SHARP-AI-241-PAK;586;4;1;0;2;4;2;0;#NULL!;14;1;24
SInt-SHARP-AI-253-PAK;586;4;1;0;2;5;2;0;#NULL!;15;6;25
SInt-SHARP-AI-255-PAK;586;4;1;0;2;5;2;0;#NULL!;9;1;24
SInt-SHARP-AI-267-PAK;586;4;1;0;2;5;5;1;#NULL!;2;1;24
SInt-SHARP-AI-268-PAK;586;4;1;0;2;4;2;0;#NULL!;2;1;24
SInt-SHARP-AI-269-PAK;586;4;1;0;2;4;2;0;#NULL!;28;1;22
SInt-SHARP-AI-270-PAK;586;4;1;0;2;5;2;0;#NULL!;7;1;24
SInt-SHARP-AI-271-PAK;586;4;1;0;2;5;2;0;#NULL!;21;1;22
SInt-SHARP-AI-272-PAK;586;4;1;0;2;4;2;1;#NULL!;18;1;21
SInt-SHARP-AI-293-PAK;586;4;1;0;2;5;2;0;#NULL!;9;1;24
SInt-SHARP-AI-293-PAK;586;4;1;0;2;6;5;4;#NULL!;20;1;24
SInt-SHARP-AI-294-PAK;586;4;1;0;2;5;2;0;#NULL!;18;1;22
SInt-SHARP-AI-295-PAK;586;4;1;0;2;4;2;0;#NULL!;14;1;23
SInt-SHARP-AI-296-PAK;586;4;1;0;2;6;2;0;#NULL!;7;1;22
SInt-SHARP-AI-296-PAK;586;4;1;0;2;4;2;1;#NULL!;18;1;24
SInt-SHARP-AI-297-PAK;586;4;1;0;2;5;2;0;#NULL!;14;1;23
SInt-SHARP-AI-298-PAK;586;4;1;0;2;6;5;0;#NULL!;7;1;22
SInt-SHARP-AI-299-PAK;586;4;1;0;2;6;2;0;#NULL!;10;1;22
SInt-SHARP-AI-300-PAK;586;4;1;0;2;5;2;0;#NULL!;2;2;24
SInt-SHARP-AI-309-PAK;586;4;1;0;2;4;2;4;#NULL!;8;1;22
SInt-SHARP-AI-310-PAK;586;4;1;0;2;5;2;0;#NULL!;2;1;21
SInt-SHARP-AI-311-PAK;586;4;1;0;2;6;2;0;#NULL!;13;1;34
SInt-SHARP-AI-312-PAK;586;4;1;0;2;5;2;4;#NULL!;7;1;22
SInt-SHARP-AR-179-PAK;586;4;1;0;1;4;2;0;1;39;14;47
SInt-SHARP-AR-180-PAK;586;4;1;0;1;4;2;0;3;9;11;34
SInt-SHARP-AR-181-PAK;586;4;1;0;1;4;1;1;1;15;28;32
SInt-SHARP-AR-182-PAK;586;4;1;0;1;4;2;0;#NULL!;34;11;28
SInt-SHARP-AR-183-PAK;586;4;1;0;1;5;2;0;1;15;15;33
SInt-SHARP-AR-184-PAK;586;4;1;0;1;5;2;1;98;11;7;20
SInt-SHARP-AR-185-PAK;586;4;1;0;1;3;2;1;1;38;39;26
SInt-SHARP-AR-186-PAK;586;4;1;0;1;5;2;1;4;21;17;25
SInt-SHARP-AR-187-PAK;586;4;1;0;1;4;2;4;#NULL!;16;12;24
SInt-SHARP-AR-188-PAK;586;4;1;0;1;3;2;0;4;21;36;35
SInt-SHARP-AR-189-PAK;586;4;1;0;1;5;2;0;4;33;23;39
SInt-SHARP-AR-190-PAK;586;4;1;0;1;5;2;0;4;17;28;28
SInt-SHARP-AR-191-PAK;586;4;1;0;1;5;2;0;4;12;9;26
SInt-SHARP-AR-192-PAK;586;4;1;0;1;5;2;0;#NULL!;15;22;24
SInt-SHARP-AR-193-PAK;586;4;1;0;1;6;2;0;4;45;12;28
SInt-SHARP-AR-403-PAK;586;586;1;0;1;3;2;0;#NULL!;47;13;33
SInt-SHARP-AR-404-PAK;586;4;1;0;1;5;2;0;#NULL!;45;18;30
SInt-SHARP-AR-405-PAK;586;4;1;0;1;5;2;0;#NULL!;43;24;41
SInt-SHARP-AR-406-PAK;586;4;1;0;1;6;2;0;#NULL!;20;24;32
SInt-SHARP-AR-407-PAK;586;4;1;0;1;5;2;0;#NULL!;16;12;24
SInt-SHARP-AR-408-PAK;586;4;1;0;1;4;2;0;#NULL!;42;11;32
SInt-SHARP-AR-409-PAK;586;4;1;0;1;5;2;0;#NULL!;40;19;24
SInt-SHARP-AR-410-PAK;586;4;1;0;1;5;2;0;#NULL!;36;10;27
SInt-SHARP-AR-411-PAK;586;4;1;0;1;4;2;0;#NULL!;17;12;29
SInt-SHARP-AR-412-PAK;586;4;1;0;1;5;2;0;#NULL!;37;35;24
SInt-SHARP-AR-413-PAK;586;4;1;0;1;4;2;0;4;41;10;27
SInt-SHARP-NS-194-PAK;586;4;1;0;1;3;2;4;4;40;22;31
SInt-SHARP-NS-195-PAK;586;4;1;0;1;5;2;0;#NULL!;21;21;36
SInt-SHARP-NS-195-PAK;586;4;1;0;1;4;2;0;98;33;8;36
SInt-SHARP-NS-197-PAK;586;4;1;0;1;5;5;0;#NULL!;11;3;27
SInt-SHARP-NS-198-PAK;586;4;1;1;1;3;2;0;4;12;13;21
SInt-SHARP-NS-199-PAK;586;4;1;0;1;5;5;0;1;29;11;57
SInt-SHARP-NS-200-PAK;586;4;1;1;1;4;2;2;4;12;31;35
SInt-SHARP-NS-201-PAK;586;4;1;0;1;6;2;0;98;18;11;44
SInt-SHARP-NS-202-PAK;586;4;1;1;1;4;2;1;#NULL!;14;21;15
SInt-SHARP-NS-202-PAK;586;586;1;0;1;2;1;1;#NULL!;16;6;26
SInt-SHARP-NS-203-PAK;586;4;1;1;1;4;2;0;#NULL!;30;19;32
SInt-SHARP-NS-203-PAK;586;586;1;0;1;2;1;1;#NULL!;16;45;35
SInt-SHARP-NS-204-PAK;586;4;1;0;1;3;2;0;#NULL!;15;14;30
SInt-SHARP-NS-204-PAK;586;4;1;1;1;5;2;0;4;11;21;62
SInt-SHARP-NS-205-PAK;586;4;1;0;1;4;2;0;98;6;6;62
SInt-SHARP-NS-205-PAK;586;4;1;0;1;3;2;3;#NULL!;11;26;22
SInt-SHARP-NS-206-PAK;586;586;1;0;1;2;2;0;#NULL!;19;11;28
SInt-SHARP-NS-206-PAK;586;4;1;1;1;5;2;1;#NULL!;17;8;36
SInt-SHARP-NS-207-PAK;586;4;1;0;1;4;2;0;#NULL!;20;11;32
SInt-SHARP-NS-207-PAK;586;4;1;1;1;4;2;0;#NULL!;19;1;28
SInt-SHARP-NS-208-PAK;586;4;1;0;1;2;2;2;#NULL!;20;7;24
SInt-SHARP-NS-209-PAK;586;586;1;0;1;3;2;0;#NULL!;21;14;22
SInt-SHARP-NS-210-PAK;586;586;1;0;1;2;1;2;#NULL!;13;23;26
SInt-SHARP-NS-211-PAK;586;4;1;0;1;6;2;0;#NULL!;14;29;30
SInt-SHARP-NS-212-PAK;586;586;1;0;1;2;2;2;#NULL!;12;25;27
SInt-SHARP-NS-213-PAK;586;586;1;0;1;3;2;1;#NULL!;10;6;18
SInt-SHARP-NS-214-PAK;586;4;1;0;1;2;2;0;#NULL!;17;6;26
SInt-SHARP-NS-215-PAK;586;4;2;0;1;3;2;0;#NULL!;13;6;27
SInt-SHARP-NS-216-PAK;586;4;2;0;1;5;2;0;#NULL!;15;8;18
SInt-SHARP-NS-217-PAK;586;4;2;0;1;4;2;0;#NULL!;12;13;21
SInt-SHARP-NS-218-PAK;586;4;2;0;1;3;2;0;#NULL!;15;11;18
SInt-SHARP-NS-218-PAK;586;4;2;0;1;5;2;1;#NULL!;16;11;22
SInt-SHARP-NS-219-PAK;586;4;2;0;1;6;2;0;#NULL!;16;19;31
SInt-SHARP-NS-220-PAK;586;586;2;0;1;3;2;2;#NULL!;29;21;16
SInt-SHARP-NS-221-PAK;586;4;2;0;1;4;2;0;#NULL!;16;6;17
SInt-SHARP-NS-242-PAK;586;4;1;0;1;4;2;1;#NULL!;9;1;22
SInt-SHARP-NS-243-PAK;586;4;1;0;1;5;2;0;#NULL!;27;2;21
SInt-SHARP-NS-244-PAK;586;4;1;0;1;5;2;0;#NULL!;13;1;22
SInt-SHARP-NS-245-PAK;586;4;1;0;1;6;2;0;#NULL!;9;1;22
SInt-SHARP-NS-246-PAK;586;4;1;0;1;4;5;0;#NULL!;15;1;18
SInt-SHARP-NS-256-PAK;586;4;1;0;1;5;2;0;#NULL!;22;1;25
SInt-SHARP-NS-301-PAK;586;4;1;0;1;4;2;0;#NULL!;7;1;22
SInt-SHARP-NS-302-PAK;586;4;1;0;1;5;2;4;#NULL!;18;1;22
SInt-SHARP-NS-303-PAK;586;4;1;0;1;6;2;0;#NULL!;9;1;28
SInt-SHARP-NS-304-PAK;586;4;1;0;1;5;2;0;#NULL!;7;1;22
SInt-SHARP-SK-223-PAK;586;4;1;0;2;4;2;1;1;38;26;40
SInt-SHARP-SK-224-PAK;586;4;1;0;2;4;2;0;2;36;11;38
SInt-SHARP-SK-225-PAK;586;4;1;0;2;4;5;0;#NULL!;7;6;33
SInt-SHARP-SK-226-PAK;586;4;1;0;2;4;2;0;2;8;6;33
SInt-SHARP-SK-227-PAK;586;4;1;0;2;3;2;0;#NULL!;8;6;41
SInt-SHARP-SK-228-PAK;586;4;1;0;2;4;2;0;#NULL!;18;6;31
SInt-SHARP-SK-229-PAK;586;4;1;0;2;5;2;0;1;11;1;51
SInt-SHARP-SK-230-PAK;586;4;1;0;2;4;1;0;#NULL!;7;12;25
SInt-SHARP-SK-231-PAK;586;4;1;0;1;4;2;0;#NULL!;9;1;24
SInt-SHARP-SK-231-PAK;586;4;1;0;2;5;5;0;#NULL!;8;6;25
SInt-SHARP-SK-232-PAK;586;4;1;0;2;4;2;0;2;13;6;41
SInt-SHARP-SK-232-PAK;586;4;1;0;2;5;2;4;#NULL!;25;1;26
SInt-SHARP-SK-233-PAK;586;4;1;0;2;5;5;0;#NULL!;25;1;25
SInt-SHARP-SK-233-PAK;586;4;1;0;2;5;5;0;#NULL!;14;2;28
SInt-SHARP-SK-234-PAK;586;4;1;0;2;5;2;0;#NULL!;14;8;26
SInt-SHARP-SK-234-PAK;586;4;1;0;2;5;2;0;#NULL!;19;21;24
SInt-SHARP-SK-235-PAK;586;4;1;0;2;5;5;0;#NULL!;14;28;26
SInt-SHARP-SK-236-PAK;586;4;1;0;2;4;2;0;#NULL!;37;27;24
SInt-SHARP-SK-237-PAK;586;4;1;0;2;4;2;0;4;25;26;24
SInt-SHARP-SK-249-PAK;586;4;1;0;2;4;2;0;#NULL!;7;2;27
SInt-SHARP-SK-250-PAK;586;586;1;0;2;3;2;0;#NULL!;20;1;28
SInt-SHARP-SK-251-PAK;586;4;1;0;2;5;2;0;#NULL!;20;1;28
SInt-SHARP-SK-252-PAK;586;4;1;0;2;4;2;0;#NULL!;25;1;26
SInt-SHARP-SK-254-PAK;586;4;1;0;2;4;5;0;#NULL!;22;1;28
SInt-SHARP-SK-257-PAK;586;4;1;0;2;5;2;0;#NULL!;32;16;20
SInt-SHARP-SK-258-PAK;586;4;1;0;2;4;2;4;#NULL!;13;1;28
SInt-SHARP-SK-260-PAK;586;4;1;0;2;5;2;4;#NULL!;9;1;28
SInt-SHARP-SK-288-PAK;586;4;1;0;2;4;2;0;#NULL!;2;1;23
SInt-SHARP-SK-289-PAK;586;4;1;0;2;5;2;4;#NULL!;30;1;24
SInt-SHARP-SK-290-PAK;586;4;1;0;2;6;2;0;#NULL!;7;1;22
SInt-SHARP-SK-291-PAK;586;4;1;0;2;4;2;0;#NULL!;7;1;24
SInt-SHARP-SK-292-PAK;586;4;1;0;2;5;2;0;#NULL!;8;6;22
SInt-SHARP-SK-308-PAK;586;4;1;0;2;4;2;2;#NULL!;13;17;29
SInt-SHARP-SK-309-PAK;586;4;1;0;2;3;2;0;#NULL!;12;21;31
SInt-SHARP-SK-310-PAK;586;4;1;0;2;3;2;0;#NULL!;17;22;25
SInt-SHARP-SK-311-PAK;586;4;1;0;2;3;2;1;#NULL!;27;12;24
SInt-SHARP-SK-312-PAK;586;4;1;0;2;3;2;0;#NULL!;3;24;23
SInt-SHARP-SK-312-PAK;586;4;1;0;2;3;1;1;#NULL!;11;16;25
SInt-SHARP-SK-313-PAK;586;4;1;0;2;6;1;0;#NULL!;20;1;21
SInt-SHARP-SK-313-PAK;586;4;1;0;2;4;2;0;#NULL!;28;23;21
SInt-SHARP-SK-314-PAK;586;4;1;0;2;5;2;0;#NULL!;2;1;22
SInt-SHARP-SK-314-PAK;586;586;1;0;2;2;2;0;#NULL!;29;21;25
SInt-SHARP-SK-315-PAK;586;4;1;0;2;4;2;0;#NULL!;24;1;21
SInt-SHARP-SK-315-PAK;586;4;1;0;2;5;5;0;#NULL!;23;11;22
SInt-SHARP-SK-315-PAK;586;4;1;0;2;4;2;0;#NULL!;30;19;22
SInt-SHARP-SK-315-PAK;586;586;1;0;2;3;1;3;#NULL!;13;12;22
SInt-SHARP-SK-316-PAK;586;4;1;0;2;4;2;0;#NULL!;2;1;20
SInt-SHARP-ZA-139-PAK;586;586;1;0;1;2;1;2;#NULL!;35;6;18
SInt-SHARP-ZA-140-PAK;586;586;1;0;1;2;2;2;#NULL!;44;36;32
SInt-SHARP-ZA-141-PAK;586;4;1;0;1;3;2;2;4;38;24;18
SInt-SHARP-ZA-142-PAK;586;586;1;0;1;5;2;0;#NULL!;37;13;23
SInt-SHARP-ZA-143-PAK;586;586;2;0;1;3;2;2;#NULL!;34;24;22
SInt-SHARP-ZA-144-PAK;586;4;2;0;1;4;2;0;#NULL!;16;12;32
SInt-SHARP-ZA-145-PAK;586;586;2;0;1;3;2;1;#NULL!;30;20;27
SInt-SHARP-ZA-146-PAK;586;4;2;0;1;4;2;1;#NULL!;30;20;22
SInt-SHARP-ZA-147-PAK;586;4;2;0;1;4;2;1;#NULL!;6;12;26
SInt-SHARP-ZA-148-PAK;586;586;1;0;1;2;1;3;#NULL!;12;1;26
SInt-SHARP-ZA-149-PAK;586;586;1;0;1;3;1;3;#NULL!;18;1;26
SInt-SHARP-ZA-150-PAK;586;586;1;0;1;3;2;3;#NULL!;14;6;17
SInt-SHARP-ZA-151-PAK;586;586;1;0;1;3;2;4;#NULL!;49;14;32
SInt-SHARP-ZA-152-PAK;586;4;1;0;1;4;2;0;#NULL!;41;8;22
SInt-SHARP-ZA-153-PAK;586;4;1;0;1;6;2;0;#NULL!;36;12;26
SInt-SHARP-ZA-154-PAK;586;4;1;0;1;5;2;0;#NULL!;12;14;22
SInt-SHARP-ZA-155-PAK;586;586;1;0;1;4;2;0;#NULL!;12;6;22
SInt-SHARP-ZA-156-PAK;586;586;1;0;1;3;2;0;#NULL!;15;10;24
SInt-SHARP-ZA-157-PAK;586;4;1;0;1;6;2;0;#NULL!;32;16;24
SInt-SHARP-ZA-158-PAK;586;4;1;0;1;4;2;0;#NULL!;16;13;22
SInt-SHARP-ZA-159-PAK;586;586;1;0;1;3;2;0;#NULL!;14;5;22
SInt-SHARP-ZA-160-PAK;586;4;1;0;1;5;2;0;#NULL!;15;17;27
SInt-SHARP-ZA-161-PAK;586;4;1;0;1;6;2;0;#NULL!;8;9;25
SInt-SHARP-ZA-162-PAK;586;586;1;0;1;3;2;0;#NULL!;33;5;25
SInt-SHARP-ZA-163-PAK;586;4;1;0;1;4;2;0;#NULL!;38;20;31
SInt-SHARP-ZA-196-PAK;586;4;2;0;1;4;2;0;#NULL!;10;12;39
SInt-SHARP-ZA-197-PAK;586;4;2;0;1;5;2;0;#NULL!;29;7;34
SInt-SHARP-ZA-198-PAK;586;4;3;0;1;3;4;1;#NULL!;20;40;19
SInt-SHARP-ZA-199-PAK;586;4;2;0;1;6;2;0;#NULL!;8;8;30
SInt-SHARP-ZA-200-PAK;586;4;1;0;1;4;2;0;#NULL!;21;5;33
SInt-SHARP-ZA-208-PAK;586;4;1;0;2;3;2;0;1;44;28;35
SInt-SHARP-ZA-227-PAK;586;4;1;0;1;4;2;0;#NULL!;7;1;24
SInt-SHARP-ZA-228-PAK;586;4;1;0;1;6;2;0;#NULL!;23;1;32
SInt-SHARP-ZA-229-PAK;586;4;1;0;1;4;2;0;#NULL!;29;14;24
SInt-SHARP-ZA-230-PAK;586;4;1;0;1;5;2;0;#NULL!;28;1;24
SInt-SHARP-ZA-235-PAK;586;4;1;0;1;4;2;2;#NULL!;19;1;22
SInt-SHARP-ZA-236-PAK;586;4;1;0;1;5;2;0;#NULL!;14;2;20
SInt-SHARP-ZA-237-PAK;586;4;1;0;1;4;2;0;#NULL!;7;1;26
SInt-SHARP-ZA-238-PAK;586;4;1;0;1;5;2;1;#NULL!;25;1;20
SInt-SHARP-ZA-238-PAK;586;4;1;0;1;3;2;2;1;13;13;37
SInt-SHARP-ZA-239-PAK;586;4;1;0;1;6;5;0;#NULL!;25;2;24
SInt-SHARP-ZA-239-PAK;586;4;1;0;1;3;2;0;4;8;6;19
SInt-SHARP-ZA-239-PAK;586;4;1;0;1;4;5;1;#NULL!;7;7;25
SInt-SHARP-ZA-240-PAK;586;4;1;0;1;3;2;0;#NULL!;13;1;28
SInt-SHARP-ZA-241-PAK;586;4;1;0;1;4;2;0;#NULL!;10;6;31
SInt-SHARP-ZA-242-PAK;586;4;1;0;1;4;2;0;#NULL!;8;2;26
SInt-SHARP-ZA-243-PAK;586;586;1;0;1;3;2;1;98;33;25;32
SInt-SHARP-ZA-244-PAK;586;4;1;0;1;4;2;0;#NULL!;10;1;31
SInt-SHARP-ZA-245-PAK;586;4;1;0;1;5;2;0;#NULL!;10;1;31
SInt-SHARP-ZA-246-PAK;586;4;1;0;1;3;1;0;98;6;1;35
SInt-SHARP-ZA-247-PAK;586;4;1;0;1;4;2;0;#NULL!;21;1;22
SInt-SHARP-ZA-247-PAK;586;4;1;0;1;5;2;0;#NULL!;8;6;41
SInt-SHARP-ZA-248-PAK;586;4;1;0;1;5;2;0;#NULL!;30;7;38
SInt-SHARP-ZA-248-PAK;586;4;1;0;1;3;2;0;#NULL!;19;1;22
SInt-SHARP-ZA-249-PAK;586;586;1;0;1;2;1;1;#NULL!;5;7;29
SInt-SHARP-ZA-250-PAK;586;4;1;0;1;4;2;0;#NULL!;8;6;30
SInt-SHARP-ZA-251-PAK;586;4;1;0;1;5;2;0;#NULL!;8;6;36
SInt-SHARP-ZA-259-PAK;586;4;1;0;1;4;2;1;#NULL!;12;13;22
SInt-SHARP-ZA-261-PAK;586;4;1;0;1;6;2;0;#NULL!;2;1;26
SInt-SHARP-ZA-262-PAK;586;4;1;0;1;6;5;0;#NULL!;7;1;26
